latitude,longitude,corridor_count
37.4933558845032,128.148597807628,1
38.0222052549359,128.226367702145,1
37.8320758070295,128.227258794888,1
38.1180391865673,128.34971510265,1
37.9203683498082,128.50158126707,1
37.74453416472,128.789655011645,1
37.6638604375634,128.171168855639,1
37.4187465768697,129.122112430278,1
38.3996813251668,128.46472610932,1
38.2791064417429,128.35599340743,1
38.2665847849238,128.357999702531,1
37.4880032348144,127.94963809676,1
37.5012760939341,128.145781171888,1
37.5080293385222,128.114328015096,1
37.5080293385222,128.114328015096,1
37.579180264915,128.254497395606,1
37.5815939750284,128.265266079851,1
37.5820760385168,128.268189872822,1
37.5423429525006,128.210516094655,1
37.6202927717686,128.772805085741,1
38.0610653568427,127.644022934608,1
38.1633625515183,127.52682561766,1
38.1633625515183,127.52682561766,1
37.7546611551464,128.042818526733,1
37.7575765641371,128.015877483585,1
37.7397964766964,128.29906801229,1
37.7319757388644,128.292489194448,1
37.7415812687627,128.301778868221,1
37.6910032770583,127.634491595016,1
37.7589232745121,127.875060864534,1
37.5771031434123,128.852585445642,1
37.7103373662762,127.804547426787,1
37.7882339114049,128.123967442396,1
37.7184246059359,128.422665862378,1
37.8795509286427,128.514552571665,1
37.7266212127536,128.594767235678,1
37.7524727682807,128.610903059245,1
37.7561670376732,128.610840664938,1
37.9581021449539,127.717181471784,1
37.9105808945355,127.771668539744,1
37.816647503091,127.758336013589,1
37.7665034570236,128.609842799366,1
37.8696038269234,127.776938885567,1
37.357378197944,128.71889757666,1
37.5209042452174,128.903767747645,1
37.4715347210208,128.742902605469,1
37.4892571105178,128.783785270355,1
37.5012757634011,128.793912004406,1
38.0107792183376,128.262025315367,1
38.0132111902531,128.239023196826,1
37.8341380624973,128.228382301791,1
37.8275947966592,128.222451864115,1
37.7316262091557,128.781444464527,1
37.8313495571138,128.225981745368,1
38.1080841246606,128.373646410131,1
37.3082193734157,127.955569173552,1
37.1877918976178,128.376351308387,1
37.1180426430575,128.878806411179,1
38.0088291838723,128.712331829244,1
37.9510244064357,128.664006370665,1
37.9087884352484,128.504628098122,1
37.9085408369975,128.509119526429,1
37.9242810816168,128.499490031448,1
37.7490364904003,128.79217844136,1
37.9306865564659,128.493635676101,1
37.9354929763408,128.493341672321,1
38.1284026905228,128.578890657845,1
38.1506633918731,128.58493358708,1
38.1800469884145,128.557440800717,1
37.3833733481546,129.009442479023,1
37.2091882188393,129.337363117926,1
37.5001744049888,129.091262209856,1
38.5590309121633,128.401540590267,1
38.2162002582031,128.505714380821,1
37.6872239670894,128.916706849998,1
